,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,total
416,female,group D,high school,standard,none,married,sometimes,yes,3,,< 5,57,67,70,194
417,female,group E,bachelor's degree,standard,completed,single,sometimes,no,2,school_bus,05-Oct,76,71,75,222
418,female,group C,high school,standard,none,divorced,regularly,no,3,private,05-Oct,53,62,61,176
419,male,group A,some high school,free/reduced,none,married,regularly,yes,2,private,< 5,65,58,60,183
420,female,group B,some high school,standard,,single,regularly,yes,3,private,< 5,60,68,65,193
421,female,group D,,free/reduced,none,married,sometimes,no,3,school_bus,< 5,13,26,23,62
422,male,,bachelor's degree,standard,none,married,sometimes,yes,2,,< 5,74,82,72,228
423,male,group D,high school,standard,none,married,never,no,3,school_bus,< 5,82,65,65,212
424,male,group C,associate's degree,standard,completed,single,regularly,yes,4,school_bus,< 5,60,60,49,169
425,male,group D,some college,standard,none,married,regularly,yes,0,school_bus,05-Oct,57,55,53,165
426,female,group C,,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,44,48,54,146
427,female,group C,master's degree,standard,none,single,sometimes,no,3,private,< 5,66,70,70,206
428,male,group C,high school,standard,none,married,sometimes,yes,2,private,< 5,29,21,20,70
429,female,group D,high school,standard,completed,single,sometimes,yes,,private,< 5,48,54,51,153
430,male,group D,associate's degree,standard,none,single,sometimes,yes,3,private,< 5,64,60,54,178
431,female,group E,some high school,standard,none,,sometimes,yes,0,private,05-Oct,90,91,87,268
432,female,group D,master's degree,free/reduced,none,married,sometimes,no,4,school_bus,> 10,78,87,87,252
433,female,group D,some high school,free/reduced,none,married,regularly,no,2,private,05-Oct,58,64,64,186
434,male,group B,high school,standard,none,married,sometimes,yes,1,private,< 5,71,76,76,223
435,male,group D,some college,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,75,78,81,234
436,male,group D,some high school,standard,none,married,sometimes,no,3,private,> 10,72,64,58,194
437,female,group B,some high school,standard,none,single,regularly,yes,0,school_bus,05-Oct,31,48,41,120
439,male,group E,,standard,none,married,sometimes,yes,3,school_bus,05-Oct,73,66,62,201
441,male,group C,high school,standard,none,married,sometimes,no,2,school_bus,> 10,57,59,59,175
442,male,group C,some high school,free/reduced,none,married,sometimes,yes,2,private,05-Oct,62,56,51,169
443,male,group B,associate's degree,standard,none,divorced,regularly,yes,1,private,< 5,51,48,47,146
444,female,group C,some college,standard,none,married,regularly,yes,4,private,> 10,65,80,73,218
445,male,group D,some college,standard,none,,regularly,yes,1,school_bus,05-Oct,80,81,76,237
446,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,92,80,77,249
447,male,group A,high school,standard,none,married,never,no,,school_bus,< 5,84,83,77,244
448,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3,private,< 5,90,86,80,256
449,male,group E,,free/reduced,none,single,sometimes,,1,school_bus,> 10,69,63,59,191
451,male,group E,associate's degree,standard,completed,married,sometimes,no,3,private,< 5,86,78,76,240
452,female,group C,some college,standard,none,,sometimes,no,1,school_bus,05-Oct,85,100,93,278
453,female,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,74,62,75,211
454,male,group B,some high school,standard,completed,married,sometimes,yes,3,private,05-Oct,74,66,65,205
455,female,group E,some high school,free/reduced,none,married,sometimes,no,2,school_bus,05-Oct,79,84,80,243
456,female,group D,some college,standard,completed,married,sometimes,yes,1,,> 10,70,84,84,238
457,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,81,84,83,248
458,male,group E,high school,standard,completed,,regularly,yes,1,school_bus,< 5,88,73,78,239
459,male,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,< 5,84,93,90,267
460,male,group C,associate's degree,standard,none,single,sometimes,no,2,school_bus,05-Oct,83,81,78,242
461,female,group E,high school,free/reduced,completed,single,regularly,yes,1,school_bus,< 5,46,61,50,157
462,male,group E,some college,free/reduced,completed,married,sometimes,no,2,school_bus,05-Oct,73,69,69,211
463,male,group D,,free/reduced,completed,married,regularly,no,1,school_bus,< 5,71,68,71,210
465,male,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,71,73,74,218
466,female,group C,high school,free/reduced,none,married,sometimes,no,3,school_bus,< 5,70,71,74,215
467,male,group C,high school,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,68,70,65,203
468,male,group B,high school,standard,none,,sometimes,,4,private,05-Oct,72,71,70,213
469,male,group C,some high school,free/reduced,completed,divorced,sometimes,no,1,private,> 10,40,31,38,109
470,male,group C,bachelor's degree,standard,none,married,regularly,yes,5,private,< 5,69,83,77,229
472,female,group C,,standard,none,married,sometimes,yes,,school_bus,< 5,64,76,76,216
473,male,group E,associate's degree,free/reduced,,single,never,no,3,private,< 5,81,84,78,243
474,female,group D,bachelor's degree,standard,,married,regularly,yes,1,school_bus,05-Oct,66,74,78,218
475,female,group C,some high school,standard,none,divorced,regularly,no,5,private,05-Oct,61,64,60,185
478,male,group A,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3,private,05-Oct,66,53,46,165
479,female,group B,some college,standard,completed,married,regularly,yes,0,school_bus,05-Oct,73,90,83,246
480,male,group B,associate's degree,free/reduced,completed,,regularly,yes,1,private,< 5,67,70,67,204
481,female,group D,,standard,none,married,,no,1,private,05-Oct,69,77,80,226
482,female,group E,some high school,standard,none,married,never,yes,1,,05-Oct,74,80,76,230
483,male,group B,high school,standard,completed,married,regularly,yes,2,school_bus,05-Oct,70,74,70,214
484,female,group E,some college,free/reduced,none,married,regularly,no,3,private,< 5,69,72,73,214
485,female,group C,,free/reduced,none,married,regularly,no,3,private,05-Oct,18,33,28,79
486,male,group D,high school,standard,none,divorced,sometimes,yes,1,private,05-Oct,59,51,56,166
487,female,group D,some high school,standard,none,married,never,yes,1,school_bus,> 10,58,59,59,176
488,female,group A,some high school,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,74,84,85,243
489,female,group C,some college,free/reduced,none,married,regularly,no,2,school_bus,05-Oct,29,45,38,112
490,male,group C,some high school,free/reduced,none,married,regularly,yes,2,private,< 5,40,38,42,120
491,female,group E,high school,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,95,100,99,294
492,female,group D,associate's degree,standard,none,married,sometimes,yes,1,,05-Oct,80,90,86,256
493,female,group B,some high school,free/reduced,completed,married,,yes,0,school_bus,05-Oct,70,75,76,221
494,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,1,private,05-Oct,63,63,65,191
495,male,group D,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,05-Oct,91,86,84,261
496,female,group A,high school,standard,completed,single,regularly,yes,0,school_bus,05-Oct,53,63,61,177
497,male,group B,some high school,free/reduced,none,married,sometimes,yes,,school_bus,05-Oct,45,41,31,117
498,male,group E,master's degree,standard,completed,married,sometimes,,0,,05-Oct,82,86,86,254
499,male,group D,high school,free/reduced,none,married,never,yes,3,school_bus,< 5,44,47,37,128
500,female,group C,associate's degree,standard,none,married,never,yes,3,school_bus,05-Oct,66,68,66,200
501,female,group D,some college,standard,none,married,sometimes,yes,2,school_bus,05-Oct,64,71,74,209
502,female,group C,master's degree,free/reduced,completed,married,regularly,yes,3,school_bus,05-Oct,58,71,76,205
504,female,group C,high school,standard,completed,divorced,sometimes,yes,3,private,05-Oct,80,91,90,261
505,male,group C,,free/reduced,none,married,sometimes,yes,4,school_bus,05-Oct,76,80,74,230
506,male,,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,52,44,41,137
507,female,group B,some high school,standard,none,married,sometimes,no,4,school_bus,05-Oct,28,42,38,108
508,male,group D,associate's degree,free/reduced,,divorced,regularly,yes,3,private,< 5,56,55,54,165
510,female,,master's degree,standard,none,married,regularly,yes,1,school_bus,05-Oct,84,84,83,251
511,male,group E,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,05-Oct,76,65,66,207
512,male,group C,,standard,none,single,regularly,no,3,school_bus,< 5,63,58,52,173
513,female,group C,,free/reduced,none,,regularly,yes,5,private,05-Oct,31,37,36,104
514,male,group C,bachelor's degree,standard,none,married,sometimes,yes,1,private,< 5,69,74,69,212
515,male,group D,some college,free/reduced,none,married,regularly,yes,0,private,< 5,72,72,72,216
516,female,group D,some college,free/reduced,none,married,never,yes,2,school_bus,< 5,51,72,69,192
517,female,group C,associate's degree,standard,completed,married,sometimes,yes,1,,< 5,42,56,56,154
518,female,group B,some college,standard,none,,regularly,yes,0,private,< 5,32,41,43,116
519,male,group B,high school,free/reduced,completed,widowed,sometimes,yes,4,school_bus,05-Oct,34,36,38,108
521,female,group C,some college,standard,none,married,regularly,no,2,school_bus,05-Oct,88,99,91,278
522,female,group E,,free/reduced,completed,single,regularly,no,1,school_bus,05-Oct,69,73,72,214
523,female,,associate's degree,standard,none,married,never,no,1,private,,67,77,82,226
524,male,group D,some college,standard,none,married,regularly,,5,,< 5,99,93,91,283
525,female,group C,associate's degree,standard,none,single,never,no,4,,< 5,53,64,62,179
527,male,group C,master's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,64,67,60,191
528,female,,high school,standard,none,,sometimes,yes,,school_bus,> 10,54,66,64,184
529,female,group C,,standard,,married,sometimes,no,3,private,05-Oct,57,56,65,178
530,female,group C,high school,free/reduced,completed,married,regularly,no,,,> 10,71,78,75,224
531,female,group B,associate's degree,standard,none,married,regularly,yes,0,private,05-Oct,86,89,90,265
532,female,group D,high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,74,79,81,234
533,female,group B,some high school,free/reduced,completed,single,regularly,no,,private,05-Oct,39,60,55,154
534,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,private,> 10,76,77,79,232
535,male,group B,some high school,standard,none,widowed,never,no,2,school_bus,< 5,58,59,57,174
536,female,group D,some college,standard,completed,divorced,sometimes,no,1,private,05-Oct,81,86,89,256
537,male,group B,some high school,free/reduced,completed,widowed,never,yes,2,school_bus,,55,60,57,172
538,male,group B,bachelor's degree,standard,none,married,sometimes,yes,,school_bus,05-Oct,77,69,69,215
539,male,group B,bachelor's degree,standard,none,widowed,regularly,yes,3,school_bus,> 10,100,84,88,272
540,male,group C,high school,standard,completed,divorced,never,yes,4,private,05-Oct,78,71,76,225
541,male,group D,master's degree,standard,completed,married,sometimes,no,4,,05-Oct,76,77,79,232
542,female,group C,high school,standard,none,married,sometimes,yes,3,,05-Oct,66,60,57,183
543,female,group D,some college,standard,completed,married,sometimes,yes,,,< 5,72,65,78,215
544,male,group E,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,> 10,77,66,69,212
545,female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,4,,05-Oct,61,71,65,197
546,male,group C,some college,standard,none,married,sometimes,no,1,,< 5,73,69,65,207
547,female,group D,high school,standard,completed,single,never,no,4,school_bus,< 5,75,97,95,267
548,male,group C,high school,standard,completed,married,regularly,yes,1,private,05-Oct,70,63,65,198
549,female,group C,some college,free/reduced,completed,married,sometimes,no,2,private,< 5,61,73,73,207
550,female,group C,bachelor's degree,standard,completed,single,regularly,no,3,school_bus,05-Oct,43,53,61,157
551,female,group D,master's degree,free/reduced,completed,single,regularly,no,1,,05-Oct,73,86,91,250
552,female,group D,some high school,standard,none,married,,yes,2,,< 5,44,50,54,148
553,female,group B,some college,standard,completed,married,never,yes,3,private,05-Oct,92,94,97,283
554,female,group C,associate's degree,standard,none,married,sometimes,no,1,,05-Oct,67,74,79,220
556,female,group E,high school,standard,,married,sometimes,no,5,private,05-Oct,49,50,54,153
557,female,group E,some college,standard,,married,never,yes,0,school_bus,05-Oct,56,69,59,184
558,male,group A,some high school,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,76,80,80,236
559,female,group C,some high school,standard,none,married,sometimes,yes,,school_bus,> 10,47,50,51,148
560,female,group B,some college,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,45,55,53,153
562,female,group C,high school,free/reduced,completed,single,,yes,1,private,05-Oct,78,81,90,249
563,female,group B,some college,standard,,married,sometimes,yes,4,private,05-Oct,64,70,63,197
564,male,group B,bachelor's degree,standard,completed,married,never,yes,3,school_bus,> 10,69,72,74,215
565,male,group E,some high school,free/reduced,completed,married,sometimes,yes,2,private,05-Oct,68,59,55,182
566,male,group C,some high school,standard,completed,,regularly,yes,4,private,> 10,72,71,67,210
567,male,group D,some high school,standard,completed,married,,yes,0,school_bus,< 5,81,79,83,243
568,male,group B,high school,free/reduced,none,married,sometimes,no,5,private,< 5,67,78,70,215
569,female,group E,some high school,standard,completed,married,regularly,no,4,private,05-Oct,100,100,100,300
570,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,2,school_bus,05-Oct,70,79,79,228
571,male,group B,some high school,standard,,married,sometimes,yes,2,,05-Oct,74,79,76,229
572,female,group E,some college,free/reduced,none,divorced,regularly,yes,1,private,> 10,93,95,96,284
573,female,group D,master's degree,free/reduced,none,married,regularly,,4,private,< 5,39,48,51,138
574,female,group E,some high school,free/reduced,none,divorced,never,yes,0,school_bus,05-Oct,83,93,80,256
575,female,group D,high school,standard,none,married,never,no,2,school_bus,05-Oct,71,80,78,229
