,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,total
204,male,group D,some high school,free/reduced,completed,63,64,55,182
205,male,group E,some high school,standard,none,71,73,67,211
206,female,group C,bachelor's degree,standard,none,65,67,69,201
207,male,group D,some college,standard,none,72,64,57,193
208,male,group B,associate's degree,standard,completed,57,54,60,171
209,female,group B,high school,standard,none,51,56,53,160
210,female,group C,master's degree,free/reduced,none,69,90,86,245
211,female,group D,some high school,standard,none,48,66,66,180
212,male,group B,some college,free/reduced,completed,64,71,71,206
213,male,group B,some high school,standard,none,58,53,44,155
214,male,group E,high school,standard,none,64,48,50,162
215,female,group D,some college,standard,none,84,77,88,249
216,female,group C,some college,standard,none,57,66,65,188
217,female,group B,some high school,standard,none,74,80,74,228
218,male,group B,high school,free/reduced,none,45,49,35,129
220,female,group C,bachelor's degree,free/reduced,none,65,76,75,216
221,female,group C,high school,standard,none,71,74,73,218
222,female,group E,high school,standard,none,76,80,74,230
223,female,group A,bachelor's degree,standard,none,51,63,57,171
224,male,group C,some high school,standard,none,76,72,67,215
225,female,group B,high school,free/reduced,none,67,69,66,202
226,male,group C,some college,free/reduced,completed,45,48,47,140
227,male,group C,some high school,standard,none,68,65,62,195
228,female,group D,bachelor's degree,standard,none,63,68,69,200
229,male,group D,some college,standard,none,82,67,73,222
230,male,group D,some high school,free/reduced,none,26,16,22,64
231,female,group E,bachelor's degree,free/reduced,none,63,66,66,195
232,male,group B,master's degree,standard,none,69,68,68,205
233,male,group C,associate's degree,standard,none,73,81,77,231
234,female,group D,associate's degree,standard,none,80,84,92,256
235,female,group D,some high school,standard,none,50,62,59,171
236,male,group B,some college,free/reduced,completed,68,67,66,201
237,female,group C,high school,free/reduced,none,66,78,74,218
238,male,group E,associate's degree,standard,none,100,77,74,251
239,male,group B,some college,standard,none,71,78,71,220
240,female,group E,associate's degree,free/reduced,none,67,75,67,209
242,female,group E,some high school,standard,completed,65,61,63,189
243,male,group C,high school,free/reduced,completed,32,31,32,95
244,female,group C,some college,free/reduced,none,39,57,53,149
245,male,group C,high school,standard,completed,78,70,68,216
246,female,group C,some high school,standard,none,33,29,30,92
247,male,group D,high school,standard,none,86,80,73,239
248,female,group D,associate's degree,standard,completed,71,86,89,246
249,male,group E,high school,free/reduced,none,69,63,54,186
250,male,group A,master's degree,standard,none,80,76,73,229
251,female,group D,some high school,standard,completed,84,92,93,269
252,male,group C,associate's degree,standard,none,70,65,63,198
253,female,group C,some college,standard,completed,86,90,87,263
254,female,group D,some college,free/reduced,none,53,66,68,187
255,male,group D,some college,free/reduced,none,51,53,51,155
256,male,group B,high school,free/reduced,none,54,60,47,161
257,female,group C,some high school,free/reduced,completed,36,49,47,132
258,male,group C,some college,free/reduced,none,56,57,48,161
259,male,group C,high school,free/reduced,completed,47,52,52,151
260,male,group E,high school,standard,none,88,83,80,251
261,female,group D,some high school,free/reduced,none,44,60,52,156
262,male,group C,some high school,standard,none,62,61,51,174
263,male,group B,high school,free/reduced,completed,46,54,54,154
264,male,group B,master's degree,free/reduced,completed,65,56,59,180
265,male,group B,associate's degree,free/reduced,none,56,50,47,153
266,female,group E,associate's degree,standard,none,87,97,90,274
267,female,group D,master's degree,standard,none,51,59,58,168
268,male,group D,some college,standard,completed,76,78,77,231
269,male,group C,some high school,standard,completed,75,85,77,237
270,male,group D,some high school,standard,none,64,64,68,196
271,female,group E,some high school,free/reduced,completed,67,72,75,214
272,female,group C,some high school,free/reduced,completed,82,88,82,252
273,female,group B,high school,free/reduced,completed,50,68,69,187
274,male,group D,some college,standard,completed,71,75,73,219
275,female,group A,some college,standard,none,44,59,59,162
276,male,group B,associate's degree,standard,none,76,72,77,225
277,male,group C,some high school,standard,completed,76,72,74,222
278,female,group C,bachelor's degree,standard,none,77,73,79,229
279,female,group B,associate's degree,standard,completed,65,79,81,225
280,male,group C,high school,standard,none,68,53,48,169
281,male,group B,high school,standard,none,62,56,47,165
282,female,group B,master's degree,standard,none,66,66,70,202
283,female,group D,some high school,free/reduced,none,67,74,73,214
284,female,group D,associate's degree,free/reduced,completed,44,57,64,165
285,female,group B,some high school,standard,completed,58,78,78,214
286,male,group B,some college,standard,none,60,47,41,148
287,female,group B,some college,standard,completed,75,82,83,240
288,male,group B,some high school,standard,none,69,72,65,206
289,female,group D,master's degree,standard,none,53,68,69,190
290,male,group C,master's degree,standard,none,71,61,63,195
291,male,group B,master's degree,free/reduced,none,74,73,70,217
292,female,group D,high school,standard,none,71,77,80,228
293,female,group C,some high school,standard,none,55,68,56,179
294,female,group D,some college,standard,none,68,64,75,207
295,female,group E,high school,free/reduced,none,54,71,66,191
296,male,group C,associate's degree,free/reduced,none,70,58,57,185
297,female,group E,some high school,free/reduced,none,56,61,55,172
298,female,group B,some college,free/reduced,completed,76,95,90,261
299,male,group C,some high school,free/reduced,none,53,73,63,189
300,female,group E,some high school,standard,completed,92,87,93,272
301,male,group A,some high school,free/reduced,none,67,54,49,170
302,female,group C,high school,standard,completed,61,71,74,206
303,male,group C,master's degree,standard,none,75,58,57,190
304,female,group B,high school,free/reduced,completed,31,41,44,116
305,female,group D,high school,standard,completed,91,100,100,291
306,female,group E,master's degree,free/reduced,completed,76,83,84,243
308,male,group A,high school,standard,none,74,75,63,212
309,female,group A,bachelor's degree,standard,completed,71,82,91,244
310,male,group B,bachelor's degree,standard,none,73,68,69,210
311,male,group D,associate's degree,standard,none,95,92,83,270
312,female,group C,some high school,free/reduced,none,38,52,42,132
313,female,group A,high school,free/reduced,none,35,44,46,125
314,male,group C,some high school,free/reduced,none,37,45,41,123
315,female,group C,some high school,standard,none,87,97,90,274
316,female,group C,bachelor's degree,standard,completed,100,100,100,300
317,male,group A,some college,standard,none,49,53,41,143
318,female,group C,bachelor's degree,standard,none,43,50,46,139
319,male,group B,associate's degree,standard,completed,79,79,74,232
320,female,group C,some high school,standard,none,68,79,73,220
321,female,group B,some high school,standard,none,59,57,61,177
322,male,group C,some college,standard,none,59,64,61,184
323,male,group D,associate's degree,standard,none,59,53,58,170
324,male,group C,some college,standard,completed,62,64,61,187
325,male,group C,bachelor's degree,standard,completed,71,63,69,203
326,male,group D,associate's degree,standard,completed,72,71,69,212
327,male,group D,bachelor's degree,free/reduced,none,72,69,67,208
328,female,group D,high school,standard,none,59,63,71,193
329,male,group A,high school,free/reduced,none,46,38,31,115
330,male,group A,bachelor's degree,standard,none,78,81,78,237
331,female,group B,some college,free/reduced,none,41,56,52,149
332,male,group E,high school,standard,completed,88,91,80,259
333,male,group C,some college,standard,none,78,76,77,231
334,female,group D,some high school,standard,none,34,46,43,123
335,female,group A,high school,free/reduced,none,60,78,75,213
336,male,group B,associate's degree,standard,completed,86,92,91,269
337,male,group C,bachelor's degree,standard,completed,83,78,84,245
338,female,group A,associate's degree,standard,none,63,66,66,195
339,female,group B,some college,free/reduced,none,37,52,39,128
340,male,group D,bachelor's degree,standard,none,93,83,84,260
341,female,group D,high school,free/reduced,completed,62,76,79,217
342,female,group B,high school,free/reduced,completed,29,51,48,128
343,female,group D,some high school,standard,completed,41,57,50,148
344,female,group E,some high school,standard,none,63,68,57,188
345,female,group D,some college,free/reduced,none,37,52,55,144
346,male,group C,associate's degree,standard,none,68,70,59,197
347,female,group C,high school,standard,none,80,87,90,257
348,female,group C,master's degree,free/reduced,none,71,84,79,234
349,female,group C,high school,standard,completed,76,73,76,225
350,female,group B,some college,standard,completed,64,82,80,226
351,female,group B,master's degree,standard,none,82,99,100,281
352,male,group C,some high school,standard,none,70,62,64,196
353,male,group A,some college,free/reduced,none,73,64,57,194
354,male,group A,associate's degree,standard,completed,77,85,82,244
355,female,group B,some high school,free/reduced,none,51,69,60,180
356,male,group C,associate's degree,standard,completed,58,59,56,173
357,female,group D,some college,standard,none,54,64,67,185
358,female,group D,bachelor's degree,standard,completed,83,86,88,257
359,female,group C,some high school,standard,completed,76,87,86,249
360,male,group B,associate's degree,free/reduced,completed,79,82,81,242
361,male,group C,some high school,standard,none,70,65,64,199
362,male,group A,associate's degree,standard,none,80,65,62,207
363,female,group E,master's degree,free/reduced,none,74,81,79,234
364,male,group E,some college,standard,none,83,75,73,231
365,female,group D,some high school,free/reduced,none,44,56,53,153
366,male,group A,some high school,standard,none,73,63,57,193
367,male,group C,some college,standard,completed,67,80,80,227
368,female,group B,associate's degree,standard,none,54,59,52,165
369,male,group B,master's degree,standard,none,71,70,60,201
370,female,group C,high school,standard,completed,51,71,73,195
371,male,group E,bachelor's degree,standard,none,77,60,58,195
372,male,group E,high school,standard,none,71,53,57,181
373,female,group C,associate's degree,standard,none,49,54,61,164
374,female,group E,high school,standard,none,62,58,59,179
375,female,group B,high school,standard,none,61,76,69,206
376,male,group C,high school,free/reduced,completed,59,65,57,181
377,male,group C,high school,free/reduced,completed,47,52,49,148
378,female,group D,high school,standard,none,81,75,75,231
